,age,gender,item,category,purchase_amt_usd,Location,size,color,season,review_rating,subscription_status,payment_method,shipping,discount_applied,promo_code_used,previous_purchases,preferred_payment_method,frequency_of_purchases,region,age_category,rating_category
3414,34,Female,Gloves,Accessories,90,Delaware,XL,Black,Winter,2.5,No,Cash,Express,No,No,16,PayPal,Bi-Weekly,Northeast,Adult,Pass
3415,27,Female,Boots,Footwear,94,Connecticut,M,Maroon,Spring,4.9,No,Venmo,Next Day Air,No,No,3,Bank Transfer,Quarterly,Northeast,Adult,Very Good
3416,38,Female,Blouse,Clothing,68,New York,M,Gold,Fall,3.0,No,Credit Card,2-Day Shipping,No,No,15,Bank Transfer,Annually,Northeast,Adult,Good
3417,25,Female,Sandals,Footwear,53,Alabama,M,Purple,Spring,3.2,No,PayPal,Store Pickup,No,No,11,Bank Transfer,Quarterly,South,Adult,Good
3418,54,Female,Coat,Outerwear,35,Massachusetts,M,Blue,Summer,2.9,No,PayPal,2-Day Shipping,No,No,22,Debit Card,Fortnightly,Northeast,Middle Age Adult,Pass
3419,53,Female,Jacket,Outerwear,30,South Carolina,M,Beige,Summer,2.8,No,Cash,Free Shipping,No,No,35,Debit Card,Annually,South,Middle Age Adult,Pass
3420,23,Female,Jewelry,Accessories,26,West Virginia,L,Indigo,Winter,3.1,No,Venmo,Store Pickup,No,No,5,Venmo,Bi-Weekly,South,Adult,Good
3421,19,Female,Hat,Accessories,60,Kentucky,M,Purple,Winter,3.4,No,Debit Card,Express,No,No,35,PayPal,Bi-Weekly,Central,Teen,Good
3422,57,Female,Shoes,Footwear,30,New Jersey,M,Maroon,Summer,2.9,No,PayPal,Free Shipping,No,No,27,PayPal,Weekly,Northeast,Middle Age Adult,Pass
3423,19,Female,Coat,Outerwear,91,New York,L,Beige,Winter,3.2,No,Credit Card,Next Day Air,No,No,9,Venmo,Monthly,Northeast,Teen,Good
3424,33,Female,Boots,Footwear,71,Massachusetts,M,Brown,Spring,3.8,No,Venmo,Next Day Air,No,No,21,PayPal,Bi-Weekly,Northeast,Adult,Good
3425,33,Female,Scarf,Accessories,64,Florida,L,Green,Summer,3.6,No,Venmo,2-Day Shipping,No,No,23,Credit Card,Monthly,South,Adult,Good
3426,38,Female,Hat,Accessories,54,Michigan,M,Blue,Summer,4.3,No,Bank Transfer,Next Day Air,No,No,3,Debit Card,Bi-Weekly,Midwest,Adult,Very Good
3427,47,Female,Socks,Clothing,35,Oregon,XL,Magenta,Fall,4.8,No,PayPal,2-Day Shipping,No,No,31,Credit Card,Annually,West,Middle Age Adult,Very Good
3428,39,Female,T-shirt,Clothing,38,Michigan,XL,Turquoise,Winter,2.5,No,Bank Transfer,Store Pickup,No,No,44,Cash,Annually,Midwest,Adult,Pass
3429,32,Female,Jewelry,Accessories,69,Washington,M,Gray,Fall,2.5,No,Debit Card,Next Day Air,No,No,20,Venmo,Monthly,West,Adult,Pass
3430,27,Female,Skirt,Clothing,96,Alaska,S,Purple,Winter,4.6,No,Debit Card,Express,No,No,34,Debit Card,Weekly,West,Adult,Very Good
3431,67,Female,Socks,Clothing,73,Montana,M,Lavender,Winter,4.2,No,Credit Card,Next Day Air,No,No,17,Bank Transfer,Quarterly,West,Senior Adult,Very Good
3432,46,Female,Belt,Accessories,49,New Mexico,S,Green,Summer,4.2,No,Cash,Express,No,No,20,Venmo,Annually,Southwest,Middle Age Adult,Very Good
3433,36,Female,Boots,Footwear,44,Connecticut,M,Gray,Summer,4.8,No,Credit Card,2-Day Shipping,No,No,46,PayPal,Quarterly,Northeast,Adult,Very Good
3434,62,Female,Socks,Clothing,93,Alaska,M,Yellow,Spring,4.5,No,Cash,Free Shipping,No,No,28,PayPal,Annually,West,Senior Adult,Very Good
3435,31,Female,Pants,Clothing,72,Ohio,S,Orange,Summer,3.3,No,PayPal,2-Day Shipping,No,No,6,Venmo,Fortnightly,Midwest,Adult,Good
3436,68,Female,Socks,Clothing,91,Montana,M,Beige,Summer,2.7,No,Debit Card,2-Day Shipping,No,No,50,Debit Card,Bi-Weekly,West,Senior Adult,Pass
3437,57,Female,Belt,Accessories,83,Nebraska,L,Peach,Winter,2.8,No,Venmo,2-Day Shipping,No,No,41,Bank Transfer,Monthly,Central,Middle Age Adult,Pass
3438,22,Female,Jacket,Outerwear,62,Oklahoma,S,Green,Winter,3.5,No,Venmo,2-Day Shipping,No,No,50,PayPal,Annually,Southwest,Adult,Good
3439,26,Female,Shirt,Clothing,71,Kentucky,M,Violet,Fall,3.0,No,Debit Card,Store Pickup,No,No,33,Credit Card,Monthly,Central,Adult,Good
3440,43,Female,Gloves,Accessories,93,Idaho,M,Gray,Summer,4.5,No,Cash,Express,No,No,25,Venmo,Quarterly,West,Middle Age Adult,Very Good
3441,45,Female,Handbag,Accessories,63,Maryland,L,Magenta,Fall,4.3,No,Credit Card,2-Day Shipping,No,No,2,PayPal,Weekly,Northeast,Middle Age Adult,Very Good
3442,64,Female,Sweater,Clothing,96,Tennessee,XL,Charcoal,Fall,4.1,No,Debit Card,Standard,No,No,15,Credit Card,Annually,South,Senior Adult,Very Good
3443,28,Female,Skirt,Clothing,78,Michigan,M,Violet,Spring,4.3,No,Venmo,Next Day Air,No,No,12,PayPal,Weekly,Midwest,Adult,Very Good
3444,47,Female,Dress,Clothing,24,Tennessee,L,Silver,Summer,5.0,No,PayPal,Free Shipping,No,No,28,Cash,Bi-Weekly,South,Middle Age Adult,
3445,53,Female,Pants,Clothing,63,Rhode Island,S,Green,Summer,3.8,No,Cash,2-Day Shipping,No,No,12,Bank Transfer,Bi-Weekly,Northeast,Middle Age Adult,Good
3446,42,Female,Hat,Accessories,58,Florida,M,Magenta,Fall,4.9,No,Venmo,Standard,No,No,3,Debit Card,Annually,South,Middle Age Adult,Very Good
3447,51,Female,Boots,Footwear,55,Louisiana,S,Purple,Spring,5.0,No,Debit Card,2-Day Shipping,No,No,20,Cash,Weekly,South,Middle Age Adult,
3448,62,Female,Sandals,Footwear,58,Arkansas,M,Blue,Fall,4.3,No,Debit Card,Express,No,No,3,Bank Transfer,Bi-Weekly,South,Senior Adult,Very Good
3449,18,Female,Coat,Outerwear,28,Kentucky,S,Yellow,Winter,4.1,No,PayPal,Express,No,No,32,Bank Transfer,Fortnightly,Central,Teen,Very Good
3450,48,Female,Blouse,Clothing,37,Kansas,M,Brown,Spring,4.5,No,PayPal,Standard,No,No,35,Cash,Monthly,Central,Middle Age Adult,Very Good
3451,20,Female,Shorts,Clothing,78,Vermont,M,Pink,Spring,3.6,No,PayPal,Store Pickup,No,No,31,PayPal,Monthly,Northeast,Adult,Good
3452,32,Female,Blouse,Clothing,73,Nevada,XL,Silver,Fall,3.0,No,Bank Transfer,Free Shipping,No,No,13,Credit Card,Annually,West,Adult,Good
3453,26,Female,Jacket,Outerwear,20,Oklahoma,M,Indigo,Spring,3.7,No,Credit Card,Next Day Air,No,No,3,Venmo,Fortnightly,Southwest,Adult,Good
3454,31,Female,Shirt,Clothing,60,Alabama,L,Pink,Winter,4.3,No,Venmo,Standard,No,No,48,Venmo,Bi-Weekly,South,Adult,Very Good
3455,55,Female,Handbag,Accessories,71,Louisiana,S,Lavender,Fall,4.6,No,Cash,Store Pickup,No,No,15,PayPal,Bi-Weekly,South,Middle Age Adult,Very Good
3456,49,Female,T-shirt,Clothing,89,Ohio,M,Orange,Fall,4.7,No,Bank Transfer,Standard,No,No,13,Venmo,Annually,Midwest,Middle Age Adult,Very Good
3457,42,Female,Hoodie,Clothing,53,Texas,M,Red,Fall,4.6,No,Bank Transfer,Express,No,No,21,Venmo,Monthly,Southwest,Middle Age Adult,Very Good
3458,64,Female,Jewelry,Accessories,87,Maryland,M,Gray,Summer,3.0,No,Bank Transfer,Express,No,No,29,Cash,Fortnightly,Northeast,Senior Adult,Good
3459,68,Female,Jewelry,Accessories,37,West Virginia,L,Violet,Spring,3.4,No,PayPal,Standard,No,No,24,Venmo,Quarterly,South,Senior Adult,Good
3460,68,Female,Hoodie,Clothing,37,Ohio,L,Green,Fall,3.8,No,Venmo,Express,No,No,21,PayPal,Annually,Midwest,Senior Adult,Good
3461,41,Female,Scarf,Accessories,78,Indiana,M,Gold,Spring,3.1,No,Credit Card,Express,No,No,5,Bank Transfer,Bi-Weekly,Midwest,Middle Age Adult,Good
3462,51,Female,Shoes,Footwear,23,Wyoming,S,Maroon,Spring,4.4,No,Venmo,Standard,No,No,47,Cash,Quarterly,West,Middle Age Adult,Very Good
3463,44,Female,Jeans,Clothing,73,Michigan,L,Olive,Spring,4.5,No,Bank Transfer,Standard,No,No,34,Credit Card,Quarterly,Midwest,Middle Age Adult,Very Good
3464,27,Female,Jewelry,Accessories,27,Maine,M,Yellow,Fall,2.8,No,Debit Card,2-Day Shipping,No,No,45,PayPal,Fortnightly,Northeast,Adult,Pass
3465,36,Female,Coat,Outerwear,59,Utah,S,Peach,Winter,2.7,No,Debit Card,Next Day Air,No,No,12,PayPal,Annually,West,Adult,Pass
3466,19,Female,Backpack,Accessories,53,Iowa,M,Gold,Spring,3.4,No,Bank Transfer,Standard,No,No,31,Debit Card,Weekly,Central,Teen,Good
3467,49,Female,Socks,Clothing,42,Maryland,S,Purple,Summer,4.6,No,Debit Card,Standard,No,No,43,Bank Transfer,Annually,Northeast,Middle Age Adult,Very Good
3468,18,Female,Scarf,Accessories,45,Texas,M,Charcoal,Fall,5.0,No,Bank Transfer,Next Day Air,No,No,5,Credit Card,Annually,Southwest,Teen,
3469,36,Female,Sunglasses,Accessories,89,Ohio,S,Indigo,Winter,3.5,No,Credit Card,Standard,No,No,36,Debit Card,Quarterly,Midwest,Adult,Good
3470,36,Female,Socks,Clothing,85,North Dakota,L,Magenta,Fall,3.3,No,Bank Transfer,Store Pickup,No,No,12,Cash,Annually,North,Adult,Good
3471,19,Female,Coat,Outerwear,69,West Virginia,S,Olive,Summer,4.5,No,Cash,Free Shipping,No,No,31,Cash,Bi-Weekly,South,Teen,Very Good
3472,43,Female,Sandals,Footwear,66,North Carolina,S,Blue,Spring,3.1,No,Cash,Store Pickup,No,No,31,Cash,Bi-Weekly,South,Middle Age Adult,Good
3473,31,Female,Blouse,Clothing,42,Georgia,S,White,Summer,4.0,No,Bank Transfer,Free Shipping,No,No,15,Debit Card,Weekly,South,Adult,Very Good
3474,63,Female,Dress,Clothing,40,Kansas,M,Cyan,Spring,2.5,No,Credit Card,Express,No,No,11,Cash,Weekly,Central,Senior Adult,Pass
3475,41,Female,Pants,Clothing,82,Maine,M,Cyan,Winter,4.4,No,PayPal,Store Pickup,No,No,18,Venmo,Monthly,Northeast,Middle Age Adult,Very Good
3476,48,Female,Sneakers,Footwear,88,South Carolina,M,Orange,Spring,4.4,No,Debit Card,Express,No,No,9,Cash,Quarterly,South,Middle Age Adult,Very Good
3477,68,Female,Boots,Footwear,99,South Carolina,XL,Orange,Summer,3.2,No,Credit Card,Free Shipping,No,No,11,Cash,Weekly,South,Senior Adult,Good
3478,53,Female,Handbag,Accessories,85,Kentucky,S,Teal,Spring,3.8,No,PayPal,Store Pickup,No,No,38,Debit Card,Bi-Weekly,Central,Middle Age Adult,Good
3479,36,Female,Handbag,Accessories,57,Arizona,M,Magenta,Fall,4.6,No,PayPal,Store Pickup,No,No,42,PayPal,Quarterly,West,Adult,Very Good
3480,46,Female,Sweater,Clothing,56,New York,S,Orange,Summer,4.9,No,PayPal,Standard,No,No,41,Cash,Monthly,Northeast,Middle Age Adult,Very Good
3481,21,Female,Sandals,Footwear,79,New Hampshire,L,Peach,Winter,3.5,No,Cash,Free Shipping,No,No,45,PayPal,Monthly,Northeast,Adult,Good
3482,52,Female,Socks,Clothing,67,Ohio,S,Maroon,Summer,3.4,No,Credit Card,Store Pickup,No,No,41,Debit Card,Bi-Weekly,Midwest,Middle Age Adult,Good
3483,66,Female,Gloves,Accessories,61,Hawaii,M,Gold,Winter,3.9,No,Venmo,Next Day Air,No,No,35,Debit Card,Weekly,West,Senior Adult,Good
3484,19,Female,Hoodie,Clothing,37,Texas,L,White,Winter,3.9,No,Venmo,Express,No,No,21,Credit Card,Quarterly,Southwest,Teen,Good
3485,44,Female,Dress,Clothing,75,Illinois,L,Gray,Fall,4.2,No,Debit Card,Free Shipping,No,No,13,Credit Card,Bi-Weekly,Midwest,Middle Age Adult,Very Good
3486,50,Female,Shirt,Clothing,21,Massachusetts,XL,Brown,Winter,3.4,No,Debit Card,Standard,No,No,23,Debit Card,Fortnightly,Northeast,Middle Age Adult,Good
3487,51,Female,Shorts,Clothing,89,North Carolina,L,Charcoal,Winter,4.9,No,Debit Card,Standard,No,No,6,PayPal,Weekly,South,Middle Age Adult,Very Good
3488,25,Female,Sandals,Footwear,24,West Virginia,L,Beige,Fall,2.9,No,Debit Card,Store Pickup,No,No,39,Bank Transfer,Annually,South,Adult,Pass
3489,62,Female,Sweater,Clothing,27,Delaware,XL,Teal,Spring,4.9,No,Cash,Store Pickup,No,No,7,Cash,Quarterly,Northeast,Senior Adult,Very Good
3490,48,Female,Dress,Clothing,26,Idaho,L,Black,Summer,4.6,No,Bank Transfer,2-Day Shipping,No,No,32,PayPal,Quarterly,West,Middle Age Adult,Very Good
3491,62,Female,Boots,Footwear,82,Oregon,M,Violet,Spring,3.6,No,Venmo,Store Pickup,No,No,43,Credit Card,Quarterly,West,Senior Adult,Good
3492,22,Female,Pants,Clothing,28,Maine,M,Orange,Winter,4.3,No,Bank Transfer,Express,No,No,15,Cash,Monthly,Northeast,Adult,Very Good
3493,48,Female,Gloves,Accessories,65,South Dakota,M,Turquoise,Fall,4.6,No,PayPal,Standard,No,No,48,Bank Transfer,Annually,North,Middle Age Adult,Very Good
3494,48,Female,Pants,Clothing,82,New Mexico,XL,Black,Winter,4.7,No,Cash,Store Pickup,No,No,35,Credit Card,Weekly,Southwest,Middle Age Adult,Very Good
3495,62,Female,Scarf,Accessories,38,Washington,M,Silver,Winter,3.5,No,Credit Card,Free Shipping,No,No,41,PayPal,Quarterly,West,Senior Adult,Good
3496,24,Female,Shorts,Clothing,33,Georgia,XL,Gray,Spring,2.8,No,Debit Card,Free Shipping,No,No,14,Cash,Weekly,South,Adult,Pass
3497,39,Female,Shoes,Footwear,38,Idaho,M,Pink,Summer,4.0,No,Cash,Free Shipping,No,No,22,PayPal,Monthly,West,Adult,Very Good
3498,35,Female,Handbag,Accessories,48,Colorado,M,Red,Spring,4.3,No,PayPal,Store Pickup,No,No,16,Venmo,Quarterly,West,Adult,Very Good
3499,47,Female,Sandals,Footwear,35,Kentucky,M,Lavender,Summer,3.8,No,PayPal,Standard,No,No,2,Bank Transfer,Bi-Weekly,Central,Middle Age Adult,Good
3500,22,Female,Socks,Clothing,29,New Jersey,L,Indigo,Fall,3.0,No,Bank Transfer,Next Day Air,No,No,13,PayPal,Quarterly,Northeast,Adult,Good
3501,38,Female,Shirt,Clothing,48,Oregon,S,Silver,Fall,4.6,No,Credit Card,Next Day Air,No,No,38,Debit Card,Fortnightly,West,Adult,Very Good
3502,53,Female,Shoes,Footwear,87,Nebraska,M,Silver,Fall,4.8,No,Bank Transfer,Standard,No,No,43,Bank Transfer,Weekly,Central,Middle Age Adult,Very Good
3503,31,Female,Backpack,Accessories,62,Massachusetts,M,Green,Fall,4.7,No,Bank Transfer,Next Day Air,No,No,26,Bank Transfer,Quarterly,Northeast,Adult,Very Good
3504,31,Female,Shirt,Clothing,96,Nebraska,M,Pink,Spring,3.9,No,Cash,Free Shipping,No,No,39,Cash,Weekly,Central,Adult,Good
3505,65,Female,Handbag,Accessories,41,Hawaii,S,Violet,Fall,4.0,No,Bank Transfer,Next Day Air,No,No,50,Venmo,Monthly,West,Senior Adult,Very Good
3506,48,Female,Jewelry,Accessories,42,Indiana,L,Red,Winter,3.7,No,Cash,2-Day Shipping,No,No,40,Bank Transfer,Quarterly,Midwest,Middle Age Adult,Good
3507,18,Female,Shirt,Clothing,57,Illinois,L,Olive,Winter,3.7,No,Venmo,2-Day Shipping,No,No,12,Cash,Fortnightly,Midwest,Teen,Good
3508,46,Female,Handbag,Accessories,65,Colorado,S,Purple,Spring,4.2,No,Bank Transfer,Store Pickup,No,No,33,Credit Card,Quarterly,West,Middle Age Adult,Very Good
3509,52,Female,Pants,Clothing,54,Pennsylvania,M,Gray,Fall,4.7,No,Venmo,Standard,No,No,49,Bank Transfer,Weekly,Northeast,Middle Age Adult,Very Good
3510,50,Female,T-shirt,Clothing,22,Ohio,L,Brown,Winter,4.3,No,Cash,Next Day Air,No,No,43,Venmo,Bi-Weekly,Midwest,Middle Age Adult,Very Good
3511,49,Female,Sneakers,Footwear,96,Pennsylvania,S,Orange,Fall,4.9,No,Credit Card,2-Day Shipping,No,No,14,Venmo,Monthly,Northeast,Middle Age Adult,Very Good
3512,69,Female,Jewelry,Accessories,81,Mississippi,M,Blue,Summer,3.9,No,Venmo,2-Day Shipping,No,No,21,Credit Card,Quarterly,South,Senior Adult,Good
3513,36,Female,Shirt,Clothing,46,Kentucky,M,White,Fall,3.4,No,Bank Transfer,Free Shipping,No,No,31,Debit Card,Quarterly,Central,Adult,Good
3514,30,Female,Blouse,Clothing,74,Alaska,XL,Charcoal,Spring,4.2,No,Bank Transfer,Store Pickup,No,No,29,Credit Card,Fortnightly,West,Adult,Very Good
3515,25,Female,Sneakers,Footwear,50,Georgia,XL,Gray,Winter,4.7,No,Venmo,Express,No,No,32,Cash,Monthly,South,Adult,Very Good
3516,19,Female,Dress,Clothing,80,South Dakota,XL,Charcoal,Winter,4.0,No,PayPal,Next Day Air,No,No,16,Debit Card,Bi-Weekly,North,Teen,Very Good
3517,34,Female,Boots,Footwear,56,South Carolina,S,White,Summer,4.0,No,Venmo,Free Shipping,No,No,38,PayPal,Bi-Weekly,South,Adult,Very Good
3518,29,Female,Skirt,Clothing,69,Tennessee,M,Orange,Winter,3.1,No,Debit Card,Next Day Air,No,No,34,Debit Card,Quarterly,South,Adult,Good
3519,50,Female,Shirt,Clothing,97,Colorado,M,Black,Spring,4.2,No,Bank Transfer,Standard,No,No,30,PayPal,Quarterly,West,Middle Age Adult,Very Good
3520,31,Female,Shorts,Clothing,66,Wisconsin,M,White,Winter,3.7,No,Credit Card,Next Day Air,No,No,14,Bank Transfer,Fortnightly,Midwest,Adult,Good
3521,41,Female,Hat,Accessories,70,Georgia,S,Brown,Spring,3.1,No,PayPal,Express,No,No,33,Bank Transfer,Monthly,South,Middle Age Adult,Good
3522,52,Female,Shoes,Footwear,50,Maryland,M,Pink,Winter,3.7,No,Credit Card,Store Pickup,No,No,35,Venmo,Weekly,Northeast,Middle Age Adult,Good
3523,27,Female,Pants,Clothing,85,New Jersey,M,Yellow,Spring,3.2,No,Bank Transfer,Store Pickup,No,No,13,Cash,Quarterly,Northeast,Adult,Good
3524,49,Female,Backpack,Accessories,59,Nevada,M,Cyan,Summer,2.8,No,PayPal,Standard,No,No,30,Cash,Fortnightly,West,Middle Age Adult,Pass
3525,69,Female,Pants,Clothing,74,Michigan,L,Silver,Summer,2.9,No,Credit Card,Free Shipping,No,No,30,Credit Card,Monthly,Midwest,Senior Adult,Pass
3526,45,Female,Sunglasses,Accessories,38,Wyoming,L,Olive,Winter,3.5,No,PayPal,Standard,No,No,47,Bank Transfer,Annually,West,Middle Age Adult,Good
3527,20,Female,Sweater,Clothing,99,Massachusetts,M,Olive,Spring,3.8,No,PayPal,Express,No,No,1,PayPal,Quarterly,Northeast,Adult,Good
3528,25,Female,Blouse,Clothing,97,Washington,S,Charcoal,Spring,4.7,No,Cash,Free Shipping,No,No,1,Cash,Weekly,West,Adult,Very Good
3529,38,Female,Scarf,Accessories,67,Maine,L,Gray,Summer,4.5,No,Cash,Free Shipping,No,No,33,PayPal,Annually,Northeast,Adult,Very Good
3530,55,Female,T-shirt,Clothing,20,Montana,S,Maroon,Winter,3.9,No,Credit Card,Next Day Air,No,No,43,Bank Transfer,Weekly,West,Middle Age Adult,Good
3531,62,Female,Sunglasses,Accessories,45,Oklahoma,L,Black,Spring,3.4,No,Bank Transfer,Express,No,No,37,PayPal,Weekly,Southwest,Senior Adult,Good
3532,54,Female,Shoes,Footwear,52,North Dakota,XL,Violet,Winter,4.6,No,Credit Card,2-Day Shipping,No,No,23,Cash,Quarterly,North,Middle Age Adult,Very Good
3533,61,Female,Pants,Clothing,68,Connecticut,L,Indigo,Fall,4.6,No,Credit Card,Standard,No,No,12,Credit Card,Annually,Northeast,Senior Adult,Very Good
3534,50,Female,Sneakers,Footwear,98,Texas,L,Yellow,Fall,4.7,No,Venmo,Standard,No,No,30,Venmo,Fortnightly,Southwest,Middle Age Adult,Very Good
3535,65,Female,Shoes,Footwear,83,Delaware,M,Gray,Fall,3.2,No,Venmo,Express,No,No,7,Cash,Weekly,Northeast,Senior Adult,Good
3536,68,Female,Shorts,Clothing,51,Mississippi,M,Red,Summer,5.0,No,Bank Transfer,Express,No,No,20,Debit Card,Monthly,South,Senior Adult,
3537,55,Female,Handbag,Accessories,21,Minnesota,L,Peach,Spring,4.5,No,Venmo,Express,No,No,10,Venmo,Monthly,North,Middle Age Adult,Very Good
3538,57,Female,Handbag,Accessories,92,Georgia,M,Gray,Spring,3.5,No,Venmo,Standard,No,No,40,Credit Card,Quarterly,South,Middle Age Adult,Good
3539,56,Female,Shoes,Footwear,63,Iowa,S,White,Spring,4.5,No,Venmo,Store Pickup,No,No,21,Venmo,Monthly,Central,Middle Age Adult,Very Good
3540,29,Female,Jewelry,Accessories,56,New York,S,Green,Spring,3.2,No,Venmo,Express,No,No,17,Credit Card,Bi-Weekly,Northeast,Adult,Good
3541,24,Female,Shorts,Clothing,95,Nevada,M,Magenta,Spring,4.6,No,Bank Transfer,Free Shipping,No,No,5,Bank Transfer,Weekly,West,Adult,Very Good
3542,59,Female,Blouse,Clothing,66,Virginia,M,Olive,Winter,4.0,No,Cash,Next Day Air,No,No,22,PayPal,Annually,South,Middle Age Adult,Very Good
3543,62,Female,Coat,Outerwear,28,Idaho,S,Olive,Spring,4.2,No,Bank Transfer,Express,No,No,5,Venmo,Weekly,West,Senior Adult,Very Good
3544,58,Female,Hat,Accessories,83,Colorado,M,Blue,Winter,4.1,No,Credit Card,Standard,No,No,18,PayPal,Quarterly,West,Middle Age Adult,Very Good
3545,64,Female,Socks,Clothing,55,Wisconsin,XL,Charcoal,Fall,3.6,No,PayPal,2-Day Shipping,No,No,42,Cash,Quarterly,Midwest,Senior Adult,Good
3546,48,Female,Sandals,Footwear,28,Connecticut,M,Yellow,Spring,3.7,No,Venmo,2-Day Shipping,No,No,22,Debit Card,Annually,Northeast,Middle Age Adult,Good
3547,60,Female,Scarf,Accessories,79,Kansas,M,Violet,Summer,3.6,No,Bank Transfer,Free Shipping,No,No,37,Bank Transfer,Bi-Weekly,Central,Senior Adult,Good
3548,52,Female,Scarf,Accessories,31,Pennsylvania,L,Magenta,Summer,3.8,No,Debit Card,Standard,No,No,23,Credit Card,Annually,Northeast,Middle Age Adult,Good
3549,63,Female,Blouse,Clothing,37,Utah,M,Red,Fall,3.0,No,Venmo,Standard,No,No,47,Debit Card,Fortnightly,West,Senior Adult,Good
3550,44,Female,T-shirt,Clothing,34,Oregon,M,Cyan,Summer,3.4,No,Credit Card,2-Day Shipping,No,No,11,Bank Transfer,Fortnightly,West,Middle Age Adult,Good
3551,63,Female,Shoes,Footwear,74,West Virginia,S,Orange,Winter,4.8,No,Venmo,Standard,No,No,32,Cash,Weekly,South,Senior Adult,Very Good
3552,66,Female,Gloves,Accessories,31,Montana,L,Black,Spring,2.6,No,Credit Card,Store Pickup,No,No,20,Venmo,Weekly,West,Senior Adult,Pass
3553,22,Female,Sunglasses,Accessories,66,Kentucky,M,Blue,Winter,2.9,No,Credit Card,Next Day Air,No,No,3,PayPal,Quarterly,Central,Adult,Pass
3554,62,Female,Shoes,Footwear,99,Minnesota,M,Charcoal,Spring,4.9,No,Cash,Free Shipping,No,No,32,Bank Transfer,Weekly,North,Senior Adult,Very Good
3555,39,Female,Dress,Clothing,55,Louisiana,M,Indigo,Spring,5.0,No,Bank Transfer,Free Shipping,No,No,5,Credit Card,Fortnightly,South,Adult,
3556,25,Female,Blouse,Clothing,23,Delaware,L,Silver,Spring,4.6,No,PayPal,Next Day Air,No,No,45,Cash,Quarterly,Northeast,Adult,Very Good
3557,70,Female,Sweater,Clothing,88,Arizona,M,Brown,Fall,4.2,No,Bank Transfer,Express,No,No,43,Cash,Bi-Weekly,West,Senior Adult,Very Good
3558,52,Female,Jacket,Outerwear,26,Nevada,M,Peach,Summer,4.9,No,PayPal,Next Day Air,No,No,1,PayPal,Quarterly,West,Middle Age Adult,Very Good
3559,68,Female,Backpack,Accessories,94,Alaska,L,Magenta,Summer,4.8,No,Credit Card,Standard,No,No,9,Venmo,Quarterly,West,Senior Adult,Very Good
3560,18,Female,Shorts,Clothing,25,Utah,M,Beige,Fall,3.0,No,Debit Card,Next Day Air,No,No,13,Venmo,Quarterly,West,Teen,Good
3561,18,Female,Socks,Clothing,96,Kansas,XL,Violet,Fall,3.5,No,Cash,Express,No,No,5,Credit Card,Annually,Central,Teen,Good
3562,63,Female,Sneakers,Footwear,29,North Carolina,L,Black,Spring,3.4,No,Cash,Standard,No,No,39,Credit Card,Fortnightly,South,Senior Adult,Good
3563,47,Female,Sneakers,Footwear,36,Maryland,M,Cyan,Winter,3.4,No,PayPal,Free Shipping,No,No,7,Bank Transfer,Weekly,Northeast,Middle Age Adult,Good
3564,43,Female,Blouse,Clothing,90,Maine,M,Green,Summer,4.9,No,Credit Card,Standard,No,No,8,Credit Card,Quarterly,Northeast,Middle Age Adult,Very Good
3565,60,Female,Gloves,Accessories,38,Illinois,S,Brown,Summer,4.4,No,PayPal,Free Shipping,No,No,40,Venmo,Annually,Midwest,Senior Adult,Very Good
3566,49,Female,Handbag,Accessories,52,Pennsylvania,S,Gray,Spring,4.2,No,Cash,Store Pickup,No,No,35,PayPal,Monthly,Northeast,Middle Age Adult,Very Good
3567,28,Female,Jeans,Clothing,88,Alaska,S,Orange,Spring,3.1,No,Credit Card,Next Day Air,No,No,14,Venmo,Monthly,West,Adult,Good
3568,32,Female,Scarf,Accessories,56,New Mexico,S,Silver,Summer,4.0,No,Venmo,Next Day Air,No,No,26,Credit Card,Monthly,Southwest,Adult,Very Good
3569,29,Female,Sandals,Footwear,71,Arkansas,M,Purple,Spring,4.8,No,Cash,Next Day Air,No,No,14,PayPal,Quarterly,South,Adult,Very Good
3570,35,Female,Sandals,Footwear,94,Alaska,M,Olive,Fall,3.3,No,Credit Card,Express,No,No,9,Bank Transfer,Fortnightly,West,Adult,Good
